"no","区市町村","name","郵便番号","address","phone","lng","lat"
"61","品川区","医療法人財団岩井医療財団稲波脊椎・関節病院","〒140-0002","品川区東品川3-17-5","03-3450-1773","139.74950","35.61432"
"62","品川区","医療法人社団冠心会大崎病院東京ハートセンター","〒141-0001","品川区北品川5-4-12","03-5789-8100","139.73181","35.62165"
"63","品川区","NTT東日本関東病院","〒141-8625","品川区東五反田5-9-22","03-3448-6111","139.72539","35.63111"
"64","品川区","医療法人社団東京巨樹の会東京品川病院","〒140-8522","品川区東大井6-3-22","03-3764-0511","139.73489","35.60283"
"65","品川区","昭和大学病院","〒142-8666","品川区旗の台1-5-8","03-3784-8000","139.70358","35.60848"
"66","品川区","医療法人社団おきの会旗の台病院","〒142-0064","品川区旗の台5-17-16","03-3781-1108","139.69919","35.60374"
"67","目黒区","国家公務員共済組合連合会三宿病院","〒153-0051","目黒区上目黒5-33-12","03-3711-5771","139.68567","35.64331"
"68","目黒区","医療法人社団菫会目黒病院","〒152-0001","目黒区中央町2-12-6","03-3711-5641","139.69087","35.63195"
"69","目黒区","国家公務員共済組合連合会東京共済病院","〒153-8934","目黒区中目黒2-3-8","03-3712-3151","139.70409","35.64146"
"70","目黒区","東邦大学医療センター大橋病院","〒153-8515","目黒区大橋2-22-36","03-3468-1251","139.68553","35.65208"
"71","目黒区","総合病院厚生中央病院","〒153-8581","目黒区三田1-11-7","03-3713-2141","139.71242","35.64137"
"72","目黒区","独立行政法人国立病院機構東京医療センター","〒152-8902","目黒区東が丘2-5-1","03-3411-0111","139.66515","35.62854"
"73","目黒区","医療法人社団目黒厚生会本田病院","〒152-0022","目黒区柿の木坂1-30-5","03-3718-9731","139.67552","35.61861"
"74","目黒区","医療法人財団日扇会第一病院","〒152-0031","目黒区中根2-10-20","03-3718-7281","139.67654","35.61458"
"75","目黒区","医療法人社団爽玄会碑文谷病院","〒152-0013","目黒区南2-9-7","03-3723-1515","139.68576","35.61455"
"76","大田区","東邦大学医療センター大森病院","〒143-8541","大田区大森西6-11-1","03-3762-4151","139.72392","35.56871"
"77","大田区","社会医療法人財団仁医会牧田総合病院","〒143-8505","大田区大森北1-34-6","03-3762-4671","139.72710","35.58604"
"78","大田区","医療法人社団松井病院","〒146-0082","大田区池上2-7-10","03-3752-1111","139.70099","35.57877"
"79","大田区","日本赤十字社東京都支部大森赤十字病院","〒143-8527","大田区中央4-30-1","03-3775-3111","139.71790","35.57930"
"80","大田区","大田病院","〒143-0012","大田区大森東4-4-14","03-3762-8421","139.73767","35.56917"
"81","大田区","独立行政法人労働者健康安全機構　東京労災病院","〒143-0013","大田区大森南4-13-21","03-3742-7301","139.74701","35.56581"
"82","大田区","医療法人社団七仁会田園調布中央病院","〒145-0071","大田区田園調布2-43-1","03-3721-7121","139.66875","35.59662"
"83","大田区","公益財団法人東京都保健医療公社　荏原病院","〒145-0065","大田区東雪谷4-5-10","03-5734-8000","139.69292","35.59362"
"84","大田区","医療法人社団松和会池上総合病院","〒146-8531","大田区池上6-1-19","03-3752-3151","139.70441","35.57277"
"85","大田区","東急株式会社東急病院","〒145-0062","大田区北千束3-27-2","03-3718-3674","139.68684","35.60771"
"86","大田区","医療法人社団静恒会本多病院","〒146-0094","大田区東矢口1-17-15","03-3732-2331","139.70680","35.56456"
"87","大田区","医療法人社団森と海東京東京蒲田病院","〒144-0051","大田区西蒲田7-10-1","03-3733-0525","139.71205","35.56420"
"88","大田区","独立行政法人地域医療機能推進機構　東京蒲田医療センター","〒144-0035","大田区南蒲田2-19-2","03-3738-8221","139.72379","35.55440"
"89","大田区","医療法人社団渡辺病院","〒144-0043","大田区羽田1-5-16","03-3741-0223","139.74098","35.55122"
"90","世田谷区","一般財団法人平和協会駒沢病院","〒154-0012","世田谷区駒沢2-2-15","03-3424-2515","139.66039","35.63381"
"91","世田谷区","医療法人社団さくら会世田谷中央病院","〒154-0017","世田谷区世田谷1-32-18","03-3420-7111","139.64978","35.64106"
"92","世田谷区","自衛隊中央病院","〒154-8532","世田谷区池尻1-2-24","03-3411-0151","139.68364","35.64337"
"93","世田谷区","医療法人社団大坪会三軒茶屋病院","〒154-0024","世田谷区三軒茶屋1-21-5","03-3410-7321","139.66859","35.64009"
"94","世田谷区","医療法人社団大坪会三軒茶屋第一病院","〒154-0024","世田谷区三軒茶屋1-22-8","03-5787-2211","139.66907","35.64072"
"95","世田谷区","東京都立松沢病院","〒156-0057","世田谷区上北沢2-1-1","03-3303-7211","139.61752","35.66922"
"96","世田谷区","古畑病院","〒154-0001","世田谷区池尻2-33-10","03-3424-0705","139.68225","35.64901"
"97","世田谷区","公益財団法人日産厚生会玉川病院","〒158-0095","世田谷区瀬田4-8-1","03-3700-1151","139.62460","35.62020"
"98","世田谷区","医療法人横浜未来ヘルスケアシステム　奥沢病院","〒158-0083","世田谷区奥沢2-11-11","03-5701-7788","139.67216","35.60498"
"99","世田谷区","医療法人社団東京明日佳東京明日佳病院","〒158-0083","世田谷区奥沢3-33-13","03-3720-2151","139.67241","35.60326"
"100","世田谷区","公立学校共済組合関東中央病院","〒158-8531","世田谷区上用賀6-25-1","03-3429-1171","139.62596","35.63702"
"101","世田谷区","国立研究開発法人国立成育医療研究センター","〒157-0074","世田谷区大蔵2-10-1","03-3416-0181","139.61110","35.63297"
"102","世田谷区","社会福祉法人康和会久我山病院","〒157-0061","世田谷区北烏山2-14-20","03-3309-1111","139.59869","35.68129"
"103","世田谷区","医療法人社団下田緑眞会世田谷北部病院","〒157-0062","世田谷区南烏山2-9-17","03-3308-5221","139.60582","35.66647"
"104","世田谷区","一般社団法人至誠会第二病院","〒157-8550","世田谷区上祖師谷5-19-1","03-3300-0366","139.59137","35.65652"
"105","渋谷区","日本赤十字社医療センター","〒150-8935","渋谷区広尾4-1-22","03-3400-1311","139.71898","35.65362"
"106","渋谷区","クロス病院","〒151-0072","渋谷区幡ケ谷2-18-20","03-3376-2361","139.67479","35.67721"
"107","渋谷区","医療法人内藤病院","〒151-0061","渋谷区初台1-35-10","03-3370-2351","139.68617","35.67962"
"108","渋谷区","東京都立広尾病院","〒150-0013","渋谷区恵比寿2-34-10","03-3444-1181","139.72154","35.64743"
"109","渋谷区","ＪＲ東京総合病院","〒151-8528","渋谷区代々木2-1-3","03-3320-2210","139.69957","35.68591"
"110","渋谷区","医療法人財団東京勤労者医療会　代々木病院","〒151-0051","渋谷区千駄ヶ谷1-30-7","03-3404-7661","139.70995","35.68084"
"111","中野区","一般財団法人自警会東京警察病院","〒164-8541","中野区中野4-22-1","03-5343-5611","139.65938","35.70915"
"112","中野区","東京医療生活協同組合新渡戸記念中野総合病院","〒164-8607","中野区中央4-59-16","03-3382-1231","139.66679","35.70248"
"113","中野区","社会医療法人社団健友会中野共立病院","〒164-0001","中野区中野5-44-7","03-3386-3166","139.66750","35.70877"
"114","中野区","医療法人財団健貢会総合東京病院","〒165-0022","中野区江古田3-15-2","03-3387-5421","139.66408","35.72824"
"115","中野区","社会福祉法人浄風園中野江古田病院","〒165-0022","中野区江古田4-19-9","03-3387-7321","139.66299","35.72716"
"116","中野区","医療法人社団徳静会横畠病院","〒165-0026","中野区新井1-38-6","03-3389-2531","139.66617","35.71287"
"117","杉並区","医療法人財団荻窪病院","〒167-0035","杉並区今川3-1-24","03-3399-1101","139.60744","35.71516"
"118","杉並区","医療法人財団アドベンチスト会東京衛生アドベンチスト病院","〒167-8507","杉並区天沼3-17-3","03-3392-6151","139.61937","35.70866"
"119","杉並区","一般社団法人衛生文化協会城西病院","〒167-0043","杉並区上荻2-42-11","03-3390-4166","139.61455","35.70771"
"120","杉並区","医療法人社団山斗会山中病院","〒167-0052","杉並区南荻窪1-5-15","03-3335-5611","139.61708","35.69468"
"121","杉並区","医療法人社団君真光寺田病院","〒168-0081","杉並区宮前5-18-16","03-3332-1166","139.60204","35.69489"
"122","杉並区","医療法人社団東京医心会ニューハート・ワタナベ国際病院","〒168-0065","杉並区浜田山3-19-11","03-3311-1119","139.62987","35.68297"
"123","杉並区","浜田山病院","〒168-0065","杉並区浜田山4-1-8","03-3311-1195","139.63489","35.68155"
"124","杉並区","河北総合病院","〒166-8588","杉並区阿佐谷北1-7-3","03-3339-2121","139.63876","35.70674"
"125","杉並区","医療法人社団静山会清川病院","〒166-0004","杉並区阿佐谷南2-31-12","03-3312-0151","139.64372","35.70359"
"126","杉並区","立正佼成会附属佼成病院","〒166-0012","杉並区和田2-25-1","03-3383-1281","139.65633","35.68938"
"127","豊島区","医療法人社団瑞雲会高田馬場病院","〒171-0033","豊島区高田3-8-9","03-3971-5114","139.70650","35.71474"
"128","豊島区","医療法人社団豊迪会大同病院","〒171-0033","豊島区高田3-22-8","03-3981-3213","139.71004","35.71441"
"129","豊島区","医療法人社団日心会総合病院一心病院","〒170-0004","豊島区北大塚1-18-7","03-3918-1215","139.73027","35.73270"
"130","豊島区","東京都立大塚病院","〒170-8476","豊島区南大塚2-8-1","03-3941-3211","139.73215","35.72527"
"131","豊島区","医療法人社団偕翔会豊島中央病院","〒170-0012","豊島区上池袋2-42-21","03-3916-7211","139.71880","35.73727"
"132","豊島区","岡本病院","〒170-0013","豊島区東池袋2-5-5","03-3987-6580","139.72458","35.73038"
"133","豊島区","医療法人社団生全会池袋病院","〒170-0013","豊島区東池袋3-5-4","03-3987-2431","139.71716","35.73129"
"134","豊島区","医療法人社団育生會山口医院","〒170-0001","豊島区西巣鴨1-19-17","03-3915-5885","139.72520","35.73687"
"135","豊島区","社会医療法人社団大成会長汐病院","〒170-0014","豊島区池袋1-5-8","03-3984-6161","139.71318","35.73525"
"136","豊島区","医療法人社団雙和会原整形外科病院","〒171-0021","豊島区西池袋3-36-23","03-3988-5005","139.70045","35.72994"
"137","豊島区","要町病院","〒171-0043","豊島区要町1-11-13","03-3957-3181","139.69916","35.73360"
"138","豊島区","医療法人社団仁泉会としま昭和病院","〒171-0052","豊島区南長崎5-17-9","03-3953-5555","139.68219","35.72873"
"139","豊島区","医療法人社団卓秀会平塚胃腸病院","〒171-0021","豊島区西池袋3-2-16","03-3982-1161","139.70572","35.72831"
"140","北区","医療法人社団中央白報会白報会王子病院","〒114-0002","北区王子2-14-13","03-3912-6611","139.73676","35.75673"
"141","北区","王子生協病院","〒114-0003","北区豊島3-4-15","03-3912-2201","139.74402","35.76025"
"142","北区","医療法人財団明理会明理会中央総合病院","〒114-0001","北区東十条3-2-11","03-5902-1199","139.72882","35.76466"
"143","北区","医療法人社団田島厚生会神谷病院","〒115-0043","北区神谷1-27-14","03-3914-5535","139.73149","35.76856"
"144","北区","赤羽東口病院","〒115-0045","北区赤羽1-38-5","03-3902-2131","139.72060","35.78076"
"145","北区","医療法人社団福寿会赤羽岩渕病院","〒115-0045","北区赤羽2-64-13","03-3901-2221","139.72507","35.78266"
"146","北区","医療法人社団博栄会赤羽中央総合病院","〒115-0044","北区志茂1-19-14","03-3902-0348","139.72734","35.77691"
"147","北区","公益社団法人地域医療振興協会　東京北医療センター","〒115-0053","北区赤羽台4-17-56","03-5963-3311","139.71095","35.78423"
"148","北区","医療法人社団博栄会浮間中央病院","〒115-0052","北区赤羽北2-21-19","03-3907-8711","139.70337","35.78400"
"149","北区","花と森の東京病院","〒114-0024","北区西ヶ原2-3-6","03-3910-1151","139.74318","35.74677"
"150","荒川区","社会医療法人一成会木村病院","〒116-0001","荒川区町屋2-3-7","03-3892-3161","139.78136","35.74435"
"151","荒川区","東京女子医科大学東医療センター","〒116-8567","荒川区西尾久2-1-10","03-3810-1111","139.76552","35.74821"
"152","荒川区","医療法人社団藤寿会佐藤病院","〒116-0011","荒川区西尾久5-7-1","03-3893-6525","139.76105","35.74983"
"153","荒川区","医療法人社団杏精会岡田病院","〒116-0002","荒川区荒川5-3-1","03-3891-2231","139.77576","35.73750"
"154","荒川区","荒木記念東京リバーサイド病院","〒116-0003 ","荒川区南千住8-4-4","03-5850-0311","139.80653","35.73752"
"155","板橋区","日本大学医学部附属板橋病院","〒173-8610","板橋区大谷口上町30-1","03-3972-8111","139.68997","35.74923"
"156","板橋区","公益財団法人東京都保健医療公社　豊島病院","〒173-0015","板橋区栄町33-1","03-5375-1234","139.70078","35.75290"
"157","板橋区","地方独立行政法人東京都健康長寿医療センター","〒173-0015","板橋区栄町35-2","03-3964-1141","139.70190","35.75037"
"158","板橋区","一般財団法人精神医学研究所附属東京武蔵野病院","〒173-0037","板橋区小茂根4-11-11","03-5986-3111","139.67491","35.74683"
"159","板橋区","医療法人財団同潤会富士見病院","〒173-0012","板橋区大和町14-16","03-3962-2431","139.70544","35.76072"
"160","板橋区","医療法人社団昭成会田﨑病院","〒173-0033","板橋区大山西町5-3","03-3956-0864","139.69739","35.74808"
"161","板橋区","医療法人社団和好会金子病院","〒174-0072","板橋区南常盤台1-15-14","03-3956-0145","139.68735","35.75592"
"162","板橋区","医療法人財団朔望会常盤台外科病院","〒174-0071","板橋区常盤台2-25-20","03-3960-7211","139.68954","35.76269"
"163","板橋区","医療法人社団明芳会イムス記念病院","〒174-0071","板橋区常盤台4-25-5","03-3932-9181","139.67781","35.76347"
"164","板橋区","医療法人社団慈誠会上板橋病院","〒174-0071","板橋区常盤台4-36-9","03-3933-7191","139.67650","35.76534"
"165","板橋区","帝京大学医学部附属病院","〒173-0003","板橋区加賀2-11-1","03-3964-1211","139.71451","35.75928"
"166","板橋区","医療法人財団明理会東京腎泌尿器センター大和病院","〒173-0001","板橋区本町36-3","03-5943-2411","139.70612","35.76173"
"167","板橋区","医療法人社団叡宥会安田病院","〒175-0094","板橋区成増1-13-9","03-3939-0101","139.63333","35.77522"
"168","板橋区","医療法人社団正風会小林病院","〒175-0094","板橋区成増3-10-8","03-3930-7077","139.63434","35.77861"
"169","板橋区","医療法人社団誠志会誠志会病院","〒174-0043","板橋区坂下1-40-2","03-3968-2621","139.68102","35.77966"
"170","板橋区","医療法人財団健康文化会小豆沢病院","〒174-0051","板橋区小豆沢1-6-8","03-3966-8411","139.70137","35.77284"
"171","板橋区","医療法人社団明芳会板橋中央総合病院","〒174-0051","板橋区小豆沢2-12-7","03-3967-1181","139.69719","35.77565"
"172","板橋区","医療法人社団田島厚生会舟渡病院","〒174-0041","板橋区舟渡2-19-12","03-3968-8851","139.68977","35.79557"
"174","板橋区","板橋区医師会病院","〒175-0082","板橋区高島平3-12-6","03-3975-8151 ","139.65782","35.78631"
"175","板橋区","医療法人社団慈誠会東武練馬中央病院","〒175-0083","板橋区徳丸3-19-1","03-3934-1611","139.65897","35.77105"
"176","板橋区","医療法人社団慈誠会浮間舟渡病院","〒174-0041","板橋区舟渡1-17-1","03-5994-5111","139.68787","35.79308"
"177","練馬区","浩生会スズキ病院","〒176-0006","練馬区栄町7-1","03-3557-2001","139.67076","35.73702"
"178","練馬区","公益財団法人東京都医療保健協会　練馬総合病院","〒176-8530","練馬区旭丘1-24-1","03-5988-2200","139.67709","35.73351"
"179","練馬区","公益社団法人地域医療振興協会　練馬光が丘病院","〒179-0072","練馬区光が丘2-11-1","03-3979-3611","139.62975","35.76218"
"180","練馬区","順天堂大学医学部附属練馬病院","〒177-8521","練馬区高野台3-1-10","03-5923-3111","139.61511","35.74226"
"181","練馬区","医療法人社団千秋会田中脳神経外科病院","〒177-0053","練馬区関町南3-9-23","03-3920-6263","139.58200","35.72052"
"182","練馬区","医療法人社団久保田産婦人科病院","〒178-0063","練馬区東大泉3-29-10","03-3922-0262","139.58673","35.75269"
"183","練馬区","医療法人社団川満惠光会川満外科","〒178-0063","練馬区東大泉6-34-46","03-3922-2912","139.58467","35.74712"
"184","練馬区","大泉生協病院","〒178-0063","練馬区東大泉6-3-3","03-5387-3111","139.58430","35.74173"
"185","足立区","特定医療法人社団潤恵会敬仁病院","〒123-0865","足立区新田2-18-6","03-3913-3106","139.74290","35.77311"
"186","足立区","医療法人社団哲仁会井口病院","〒120-0034","足立区千住2-19","03-3881-2221","139.80101","35.74968"
"187","足立区","医療法人社団寿英会内田病院","〒120-0034","足立区千住2-39","03-3888-7321","139.80275","35.74876"
"188","足立区","愛里病院","〒120-0025","足立区千住東1-20-12","03-3888-7721","139.80463","35.74538"
"189","足立区","医療法人社団心和会足立共済病院","〒120-0022","足立区柳原1-36-8","03-3881-6116","139.81436","35.74429"
"190","足立区","社会福祉法人勝楽堂病院","〒120-0032","足立区千住柳町5-1","03-3881-0137","139.79704","35.75319"
"191","足立区","医療法人財団健和会柳原病院","〒120-0023","足立区千住曙町35-1","03-3882-1928","139.81607","35.74319"
"192","足立区","社会医療法人社団医善会いずみ記念病院","〒123-0853","足立区本木1-3-7","03-5888-2111","139.78656","35.76118"
"193","足立区","博慈会記念総合病院","〒123-0864","足立区鹿浜5-11-1","03-3899-1311","139.74950","35.78509"
"194","足立区","医療法人社団成和会西新井ハートセンター病院","〒123-0845","足立区西新井本町1-12-8","03-5838-0730","139.78101","35.77668"
"195","足立区","西新井病院","〒123-0845","足立区西新井本町1-12-12","03-5647-1700","139.78101","35.77668"
"196","足立区","医療法人社団けいせい会東京北部病院","〒123-0872","足立区江北6-24-6","03-3854-3181","139.76559","35.78278"
"197","足立区","社会医療法人社団昭愛会水野記念病院","〒123-0841","足立区西新井6-32-10","03-3898-8080","139.77483","35.78197"
"198","足立区","医療法人社団洪泳会東京洪誠病院","〒123-0843","足立区西新井栄町1-17-25","03-5888-9880","139.78960","35.77478"
"199","足立区","医療法人社団苑田会苑田第三病院","〒121-0807","足立区伊興本町2-5-10","03-5837-5111","139.78526","35.80042"
"200","足立区","医療法人社団俊和会寺田病院","〒123-0873","足立区扇1-20-12","03-3898-5231","139.77121","35.76268"
"201","足立区","医療法人社団苑田会苑田第一病院","〒121-0813","足立区竹の塚4-1-12","03-3850-5721","139.80211","35.79327"
"202","足立区","社会医療法人社団慈生会等潤病院","〒121-0075","足立区一ツ家4-3-4","03-3850-8711","139.81683","35.77925"
"203","足立区","医療法人財団梅田病院","〒123-0851","足立区梅田7-1-2","03-3840-4511","139.80125","35.76695"
"204","足立区","医療法人社団大坪会東和病院","〒120-0003","足立区東和4-7-10","03-3629-8111","139.84348","35.77267"
"205","足立区","医療法人社団日岩会下井病院","〒120-0005","足立区綾瀬3-28-8","03-3620-8811","139.82886","35.76539"
"206","足立区","綾瀬循環器病院","〒120-0006","足立区谷中2-16-7","03-3605-2811","139.83313","35.77468"
"207","足立区","医療法人社団福寿会福寿会足立東部病院","〒121-0816","足立区梅島2-35-16","03-3880-1221","139.79979","35.77823"
"208","足立区","医療法人社団福寿会福寿会舎人病院","〒121-0863","足立区谷在家1-8-14","03-3854-4111","139.77144","35.78489"
"209","足立区","医療法人社団東京朝日会あさひ病院","〒121-0076","足立区平野1-2-3","03-5242-5800","139.80347","35.78003"
"210","足立区","医療法人社団忠医会大高病院","〒121-0815","足立区島根3-17-8","03-5856-7319","139.79620","35.77944"
"211","足立区","あやせ循環器リハビリ病院","〒120-0006","足立区谷中3-12-10","03-3605-2831","139.83446","35.77958"
"212","葛飾区","医療法人社団直和会平成立石病院","〒124-0012","葛飾区立石5-1-9","03-3692-2121","139.84174","35.74191"
"213","葛飾区","医療法人社団明芳会イムス東京葛飾総合病院","〒124-0025","葛飾区西新小岩4-18-1","03-5670-9901","139.85257","35.71885"
"214","葛飾区","医療法人社団明芳会イムス葛飾ハートセンター","〒124-0006","葛飾区堀切3-30-1","03-3694-8100","139.83324","35.74510"
"215","葛飾区","医療法人財団慈光会堀切中央病院","〒124-0006","葛飾区堀切7-4-4","03-3602-3135","139.82819","35.75428"
"216","葛飾区","東京慈恵会医科大学葛飾医療センター","〒125-8506","葛飾区青戸6-41-2","03-3603-2111","139.85809","35.75312"
"217","葛飾区","医療法人社団玲瓏会金町中央病院","〒125-0042","葛飾区金町1-9-1","03-3607-2001","139.86597","35.76325"
"218","葛飾区","社会医療法人社団光仁会第一病院","〒125-0041","葛飾区東金町4-2-10","03-3607-0007","139.87617","35.77229"
"219","葛飾区","医療法人財団謙仁会亀有病院","〒125-8520","葛飾区亀有3-36-3","03-3601-0186","139.84961","35.76327"
"220","葛飾区","公益財団法人東京都保健医療公社　東部地域病院","〒125-0061","葛飾区亀有5-14-1","03-5682-5111","139.84465","35.76707"
"221","江戸川区","医療法人社団晃山会松江病院","〒132-0025","江戸川区松江2-6-15","03-3652-3121","139.87094","35.69739"
